customerId,transactionDate,productId,quantity,retailPrice,transactionId,markUp,orderStatus
190,28-03-2010,818,1,125.0,90,12.5,shipped
558,05-02-2007,281,2,225.0,91,12.5,cancelled
926,23-09-2011,897,4,384.0,92,12.0,cancelled
333,28-10-2011,147,2,234.0,93,13.0,cancelled
339,16-10-2012,593,4,368.0,94,11.5,cancelled
133,02-06-2009,669,2,260.0,95,13.0,cancelled
736,07-03-2011,59,4,230.0,96,11.5,shipped
864,02-06-2012,178,2,154.0,97,11.0,cancelled
580,16-08-2013,313,2,192.0,98,12.0,cancelled
662,23-06-2011,822,2,168.0,99,12.0,shipped
766,10-06-2009,419,1,72.0,100,12.0,shipped
816,04-11-2008,1,3,273.0,101,13.0,cancelled
760,23-03-2008,616,1,65.0,102,13.0,shipped
745,16-02-2014,197,2,115.0,103,11.5,shipped
48,23-10-2008,385,1,65.0,104,13.0,shipped
568,04-02-2011,332,2,115.0,105,11.5,shipped
523,04-12-2012,677,3,300.0,106,12.5,cancelled
46,23-12-2009,977,3,172.5,107,11.5,cancelled
743,07-09-2013,761,3,252.0,108,12.0,shipped
935,26-07-2012,24,3,234.0,109,13.0,cancelled
197,27-05-2009,425,4,364.0,110,13.0,cancelled
36,09-03-2008,660,2,208.0,111,13.0,shipped
21,13-08-2013,500,2,115.0,112,11.5,cancelled
470,04-06-2009,747,3,330.0,113,11.0,shipped
790,19-09-2011,935,2,132.0,114,11.0,cancelled
978,17-04-2012,954,2,216.0,115,12.0,cancelled
319,12-04-2009,881,4,300.0,116,12.5,shipped
265,01-12-2011,234,3,264.0,117,11.0,shipped
628,15-08-2007,527,3,288.0,118,12.0,shipped
679,22-01-2014,501,2,216.0,119,12.0,shipped
475,13-11-2010,638,2,138.0,120,11.5,shipped
766,29-03-2014,598,4,336.0,121,12.0,cancelled
121,05-08-2007,44,1,104.0,122,13.0,shipped
481,02-01-2007,909,1,117.0,123,13.0,shipped
244,12-09-2012,524,1,112.5,124,12.5,cancelled
83,27-03-2008,209,4,500.0,125,12.5,shipped
150,15-08-2012,832,1,75.0,126,12.5,shipped
19,25-07-2008,601,2,192.0,127,12.0,cancelled
697,17-05-2014,821,3,172.5,128,11.5,shipped
307,03-07-2007,641,4,396.0,129,11.0,cancelled
594,27-02-2008,900,2,130.0,130,13.0,cancelled
226,03-01-2013,987,2,192.0,131,12.0,cancelled
986,17-09-2010,288,2,240.0,132,12.0,cancelled
332,03-08-2011,188,4,500.0,133,12.5,shipped
476,27-03-2010,786,1,104.0,134,13.0,shipped
94,07-04-2012,443,1,75.0,135,12.5,shipped
4,10-06-2013,54,2,161.0,136,11.5,shipped
680,29-03-2010,439,3,241.5,137,11.5,cancelled
243,19-10-2011,597,1,80.5,138,11.5,shipped
686,20-03-2014,613,1,91.0,139,13.0,shipped
412,06-01-2012,948,3,216.0,140,12.0,cancelled
830,06-04-2009,429,3,324.0,141,12.0,shipped
677,13-10-2010,757,2,168.0,142,12.0,shipped
910,16-04-2010,527,2,176.0,143,11.0,shipped
548,21-08-2010,774,2,225.0,144,12.5,cancelled
551,05-07-2007,843,2,156.0,145,13.0,shipped
926,26-07-2012,935,4,312.0,146,13.0,cancelled
534,07-04-2007,31,2,125.0,147,12.5,cancelled
719,31-10-2011,27,4,364.0,148,13.0,shipped
737,06-04-2010,805,2,176.0,149,11.0,shipped
176,28-05-2010,668,4,368.0,150,11.5,shipped
969,09-05-2008,38,2,184.0,151,11.5,shipped
366,12-07-2009,548,4,264.0,152,11.0,cancelled
249,16-08-2008,715,1,130.0,153,13.0,cancelled
442,26-04-2014,179,1,115.0,154,11.5,shipped
293,11-01-2014,93,1,99.0,155,11.0,cancelled
614,14-03-2010,620,1,72.0,156,12.0,cancelled
260,02-02-2010,663,3,276.0,157,11.5,shipped
992,15-07-2013,880,4,230.0,158,11.5,cancelled
38,06-03-2009,757,2,168.0,159,12.0,cancelled
694,30-08-2011,12,2,200.0,160,12.5,cancelled
603,20-11-2012,908,1,130.0,161,13.0,cancelled
901,14-08-2009,71,3,324.0,162,12.0,cancelled
231,24-01-2007,301,1,120.0,163,12.0,cancelled
748,24-11-2009,457,2,208.0,164,13.0,cancelled
621,18-04-2009,920,4,414.0,165,11.5,cancelled
230,05-10-2012,327,4,220.0,166,11.0,shipped
179,06-12-2012,228,3,360.0,167,12.0,shipped
515,08-01-2008,75,1,91.0,168,13.0,cancelled
29,23-03-2014,493,2,250.0,169,12.5,shipped
340,09-06-2012,83,4,396.0,170,11.0,shipped
520,03-05-2007,97,3,262.5,171,12.5,cancelled
391,22-10-2008,235,3,225.0,172,12.5,cancelled
267,16-08-2011,421,1,77.0,173,11.0,shipped
827,04-08-2007,899,1,117.0,174,13.0,cancelled
18,02-03-2012,175,2,156.0,175,13.0,cancelled
369,10-05-2009,361,4,350.0,176,12.5,cancelled
869,03-09-2007,240,4,336.0,177,12.0,shipped
594,16-02-2011,929,2,250.0,178,12.5,cancelled
624,14-05-2013,400,2,110.0,179,11.0,shipped
365,17-12-2008,181,4,352.0,180,11.0,cancelled
330,15-03-2009,539,2,150.0,181,12.5,shipped
545,29-03-2010,75,4,364.0,182,13.0,shipped
274,20-10-2010,162,1,112.5,183,12.5,shipped
409,13-09-2011,908,4,520.0,184,13.0,shipped
975,24-07-2012,337,1,117.0,185,13.0,shipped
413,11-03-2012,327,1,57.5,186,11.5,cancelled
957,30-09-2013,400,1,57.5,187,11.5,shipped
229,07-08-2012,877,1,84.0,188,12.0,shipped
340,20-01-2014,26,4,350.0,189,12.5,cancelled
212,02-11-2008,808,3,330.0,190,11.0,cancelled
529,02-12-2007,514,1,130.0,191,13.0,shipped
703,01-03-2008,110,3,375.0,192,12.5,cancelled
546,03-08-2008,378,4,400.0,193,12.5,cancelled
827,30-10-2011,1000,4,480.0,194,12.0,cancelled
779,28-11-2008,596,1,80.5,195,11.5,cancelled
702,11-09-2012,332,4,220.0,196,11.0,cancelled
189,29-11-2009,120,1,55.0,197,11.0,cancelled
218,15-12-2013,661,4,264.0,198,11.0,shipped
257,22-01-2013,477,1,78.0,199,13.0,cancelled
794,19-01-2010,919,1,108.0,200,12.0,cancelled
219,27-02-2007,581,3,330.0,201,11.0,shipped
769,01-10-2013,941,3,172.5,202,11.5,cancelled
346,11-07-2012,87,3,264.0,203,11.0,shipped
349,19-07-2007,300,4,336.0,204,12.0,cancelled
340,07-09-2009,894,4,414.0,205,11.5,shipped
256,13-09-2010,184,2,225.0,206,12.5,shipped
96,02-07-2011,637,1,72.0,207,12.0,shipped
502,21-06-2010,286,1,84.0,208,12.0,cancelled
399,31-05-2013,274,1,78.0,209,13.0,cancelled
942,03-11-2011,921,4,260.0,210,13.0,shipped
308,20-04-2010,111,3,252.0,211,12.0,shipped
511,23-10-2009,855,1,112.5,212,12.5,shipped
290,24-12-2010,859,2,130.0,213,13.0,cancelled
315,16-12-2008,557,3,172.5,214,11.5,cancelled
373,14-11-2012,581,1,110.0,215,11.0,shipped
982,24-02-2009,862,4,230.0,216,11.5,cancelled
854,03-05-2012,615,3,207.0,217,11.5,shipped
935,03-09-2011,246,3,310.5,218,11.5,cancelled
361,10-07-2009,833,4,368.0,219,11.5,cancelled
484,08-12-2012,209,3,360.0,220,12.0,shipped
284,19-10-2012,816,3,330.0,221,11.0,cancelled
926,04-01-2014,465,4,500.0,222,12.5,shipped
875,30-09-2012,815,3,172.5,223,11.5,shipped
30,03-06-2009,939,2,198.0,224,11.0,cancelled
544,11-08-2008,576,3,172.5,225,11.5,shipped
591,23-06-2009,767,2,125.0,226,12.5,shipped
144,25-12-2008,392,2,150.0,227,12.5,shipped
950,28-04-2011,785,4,250.0,228,12.5,shipped
273,01-11-2011,963,3,241.5,229,11.5,cancelled
652,09-10-2013,237,2,154.0,230,11.0,shipped
881,03-12-2007,929,1,120.0,231,12.0,shipped
635,28-08-2009,652,2,200.0,232,12.5,cancelled
714,31-12-2008,166,4,308.0,233,11.0,shipped
629,12-12-2009,136,4,260.0,234,13.0,cancelled
390,07-10-2007,183,4,500.0,235,12.5,shipped
660,01-07-2007,541,3,337.5,236,12.5,shipped
128,10-01-2008,240,2,154.0,237,11.0,shipped
834,30-05-2012,230,4,322.0,238,11.5,shipped
428,22-07-2013,12,4,384.0,239,12.0,cancelled
790,22-05-2011,420,2,182.0,240,13.0,cancelled
227,16-01-2014,910,3,198.0,241,11.0,shipped
509,26-11-2008,320,4,220.0,242,11.0,shipped
324,04-07-2008,403,4,336.0,243,12.0,cancelled
362,30-09-2013,533,3,273.0,244,13.0,cancelled
102,30-12-2011,939,1,112.5,245,12.5,cancelled
580,25-11-2013,458,1,100.0,246,12.5,shipped
843,25-01-2008,314,1,110.0,247,11.0,shipped
544,14-01-2007,647,4,400.0,248,12.5,shipped
155,22-07-2011,576,3,172.5,249,11.5,shipped
550,31-05-2007,356,4,368.0,250,11.5,cancelled
315,06-09-2007,835,2,132.0,251,11.0,cancelled
980,22-02-2011,747,4,500.0,252,12.5,cancelled
542,03-11-2009,552,1,100.0,253,12.5,shipped
13,06-06-2007,483,2,184.0,254,11.5,cancelled
510,11-04-2013,164,4,414.0,255,11.5,cancelled
308,19-12-2013,666,3,231.0,256,11.0,cancelled
611,27-01-2009,156,1,80.5,257,11.5,shipped
302,13-12-2012,360,1,60.0,258,12.0,cancelled
772,12-12-2009,897,1,100.0,259,12.5,cancelled
52,23-02-2014,162,3,337.5,260,12.5,shipped
850,27-04-2011,873,2,125.0,261,12.5,shipped
762,18-12-2013,541,2,207.0,262,11.5,cancelled
901,04-05-2013,137,1,78.0,263,13.0,cancelled
411,16-01-2014,933,4,480.0,264,12.0,shipped
839,08-11-2008,87,1,100.0,265,12.5,shipped
157,17-10-2012,788,3,324.0,266,12.0,shipped
296,04-05-2007,921,4,220.0,267,11.0,shipped
403,10-02-2011,74,2,184.0,268,11.5,shipped
697,10-12-2010,354,2,120.0,269,12.0,cancelled
702,05-09-2008,933,4,440.0,270,11.0,cancelled
846,17-12-2008,462,3,231.0,271,11.0,shipped
908,17-08-2013,477,2,156.0,272,13.0,shipped
550,06-05-2014,736,1,60.0,273,12.0,cancelled
224,09-07-2008,942,2,260.0,274,13.0,shipped
78,17-02-2012,703,3,312.0,275,13.0,cancelled
77,13-05-2010,670,1,117.0,276,13.0,cancelled
482,22-03-2010,707,1,57.5,277,11.5,shipped
954,07-04-2008,654,4,276.0,278,11.5,shipped
59,28-02-2014,695,2,175.0,279,12.5,cancelled
631,24-01-2009,597,4,364.0,280,13.0,cancelled
509,25-11-2008,121,1,80.5,281,11.5,cancelled
445,28-11-2007,730,1,55.0,282,11.0,shipped
550,01-02-2010,287,1,130.0,283,13.0,shipped
524,19-01-2014,844,1,125.0,284,12.5,shipped
45,10-02-2012,752,4,500.0,285,12.5,cancelled
123,21-11-2011,277,3,231.0,286,11.0,cancelled
914,31-05-2010,631,3,198.0,287,11.0,shipped
499,05-05-2013,803,3,375.0,288,12.5,shipped
374,16-06-2010,893,3,241.5,289,11.5,shipped
962,15-04-2011,675,4,468.0,290,13.0,cancelled
282,13-11-2011,7,4,432.0,291,12.0,shipped
20,27-08-2008,274,4,264.0,292,11.0,cancelled
630,27-11-2009,526,1,87.5,293,12.5,shipped
792,07-09-2010,90,2,225.0,294,12.5,shipped
466,29-10-2013,464,3,216.0,295,12.0,shipped
73,17-06-2010,17,4,396.0,296,11.0,cancelled
779,08-06-2009,560,1,77.0,297,11.0,shipped
734,23-02-2007,176,1,88.0,298,11.0,shipped
134,18-12-2009,776,3,180.0,299,12.0,shipped
358,20-03-2009,738,4,450.0,300,12.5,cancelled
98,17-08-2007,631,2,132.0,301,11.0,shipped
266,07-12-2013,477,2,132.0,302,11.0,shipped
728,06-10-2010,212,2,150.0,303,12.5,cancelled
357,04-01-2008,18,3,337.5,304,12.5,cancelled
672,01-05-2012,969,3,337.5,305,12.5,cancelled
411,19-01-2014,10,1,103.5,306,11.5,shipped
652,07-08-2011,628,2,150.0,307,12.5,shipped
773,10-02-2009,688,1,120.0,308,12.0,shipped
383,11-08-2012,837,2,176.0,309,11.0,cancelled
565,31-05-2010,552,3,300.0,310,12.5,shipped
195,25-11-2013,373,3,198.0,311,11.0,cancelled
860,04-02-2010,138,4,322.0,312,11.5,shipped
906,24-12-2012,29,3,300.0,313,12.5,cancelled
445,09-04-2013,100,1,110.0,314,11.0,shipped
723,01-03-2014,508,1,84.0,315,12.0,shipped
122,26-02-2013,73,2,150.0,316,12.5,cancelled
211,25-09-2007,938,1,96.0,317,12.0,cancelled
668,29-01-2013,44,4,352.0,318,11.0,shipped
617,14-12-2008,846,4,308.0,319,11.0,cancelled
898,27-04-2014,208,3,264.0,320,11.0,cancelled
70,28-02-2010,691,3,165.0,321,11.0,cancelled
463,18-03-2009,515,3,264.0,322,11.0,cancelled
468,16-03-2012,308,3,351.0,323,13.0,shipped
319,21-04-2013,405,2,220.0,324,11.0,shipped
59,30-05-2014,850,3,264.0,325,11.0,shipped
5,14-04-2009,431,3,345.0,326,11.5,cancelled
24,16-01-2007,92,1,77.0,327,11.0,shipped
151,22-08-2010,754,2,182.0,328,13.0,shipped
579,03-04-2012,176,2,208.0,329,13.0,cancelled
883,22-03-2010,735,2,125.0,330,12.5,shipped
395,15-08-2013,161,2,110.0,331,11.0,cancelled
12,27-08-2010,88,3,390.0,332,13.0,shipped
365,22-03-2009,966,4,432.0,333,12.0,cancelled
198,16-03-2009,322,1,100.0,334,12.5,shipped
4,14-12-2009,551,4,250.0,335,12.5,cancelled
469,15-09-2011,447,4,250.0,336,12.5,shipped
12,30-01-2014,450,4,350.0,337,12.5,shipped
783,20-03-2011,158,4,352.0,338,11.0,shipped
800,06-04-2013,983,1,92.0,339,11.5,cancelled
515,03-09-2009,980,4,416.0,340,13.0,cancelled
994,13-11-2012,758,4,440.0,341,11.0,cancelled
59,24-02-2007,91,1,66.0,342,11.0,cancelled
221,20-04-2014,308,2,234.0,343,13.0,shipped
925,17-12-2010,792,1,104.0,344,13.0,shipped
696,24-08-2012,954,2,207.0,345,11.5,shipped
18,24-10-2007,856,2,138.0,346,11.5,cancelled
411,18-11-2012,255,1,96.0,347,12.0,cancelled
989,05-04-2014,223,1,84.0,348,12.0,cancelled
945,28-06-2010,631,2,150.0,349,12.5,shipped
831,16-06-2011,763,2,110.0,350,11.0,cancelled
193,04-03-2010,6,4,288.0,351,12.0,cancelled
124,07-04-2009,81,4,368.0,352,11.5,cancelled
545,14-12-2009,581,4,440.0,353,11.0,cancelled
591,01-05-2012,588,3,187.5,354,12.5,cancelled
293,30-03-2013,73,4,288.0,355,12.0,cancelled
870,04-11-2010,308,4,468.0,356,13.0,cancelled
318,09-04-2007,22,2,138.0,357,11.5,shipped
679,11-07-2009,146,3,390.0,358,13.0,shipped
319,21-03-2011,11,2,234.0,359,13.0,shipped
757,08-10-2013,588,2,130.0,360,13.0,cancelled
146,15-03-2010,902,4,230.0,361,11.5,cancelled
267,29-04-2012,58,1,117.0,362,13.0,shipped
995,14-02-2008,430,2,150.0,363,12.5,cancelled
555,18-08-2012,401,4,416.0,364,13.0,cancelled
522,07-10-2011,757,2,168.0,365,12.0,cancelled
437,26-10-2008,215,3,312.0,366,13.0,cancelled
147,09-07-2012,830,3,312.0,367,13.0,cancelled
406,12-12-2008,12,4,352.0,368,11.0,shipped
96,24-06-2011,646,3,276.0,369,11.5,cancelled
445,13-07-2012,421,4,350.0,370,12.5,cancelled
948,09-10-2009,759,4,260.0,371,13.0,shipped
328,11-05-2009,909,2,216.0,372,12.0,shipped
738,04-09-2013,649,1,112.5,373,12.5,cancelled
598,07-01-2013,744,2,230.0,374,11.5,cancelled
905,04-08-2009,773,3,231.0,375,11.0,shipped
603,17-01-2011,175,4,312.0,376,13.0,shipped
591,01-02-2014,426,1,91.0,377,13.0,shipped
273,03-12-2011,43,1,55.0,378,11.0,shipped
116,01-08-2009,726,1,80.5,379,11.5,shipped
541,30-10-2007,307,2,120.0,380,12.0,shipped
635,10-12-2007,354,4,250.0,381,12.5,shipped
558,05-06-2007,196,1,112.5,382,12.5,shipped
269,24-10-2011,869,3,324.0,383,12.0,shipped
129,10-03-2013,971,2,234.0,384,13.0,cancelled
257,13-07-2008,716,1,108.0,385,12.0,cancelled
21,21-04-2012,513,3,216.0,386,12.0,cancelled
897,02-04-2007,265,2,130.0,387,13.0,shipped
48,04-08-2007,205,3,360.0,388,12.0,shipped
322,08-04-2013,472,4,384.0,389,12.0,shipped
111,14-12-2012,848,4,352.0,390,11.0,cancelled
393,02-04-2013,29,4,368.0,391,11.5,cancelled
579,21-11-2013,559,3,264.0,392,11.0,shipped
246,11-10-2009,81,1,100.0,393,12.5,shipped
691,30-11-2013,896,4,416.0,394,13.0,cancelled
270,08-03-2012,871,4,288.0,395,12.0,shipped
882,19-02-2008,673,4,500.0,396,12.5,cancelled
573,06-01-2011,901,4,460.0,397,11.5,shipped
190,13-07-2008,182,2,182.0,398,13.0,cancelled
182,27-10-2009,467,2,120.0,399,12.0,cancelled
158,28-04-2010,808,2,260.0,400,13.0,shipped
563,19-11-2011,651,2,184.0,401,11.5,shipped
894,19-11-2012,247,2,132.0,402,11.0,shipped
195,10-09-2009,139,2,234.0,403,13.0,shipped
187,11-07-2010,807,2,175.0,404,12.5,cancelled
276,18-11-2011,438,1,65.0,405,13.0,cancelled
860,09-01-2011,516,3,330.0,406,11.0,shipped
814,09-11-2010,358,4,322.0,407,11.5,cancelled
745,21-04-2008,1000,1,125.0,408,12.5,cancelled
661,26-02-2011,852,2,168.0,409,12.0,cancelled
962,17-12-2007,367,1,125.0,410,12.5,cancelled
262,25-07-2010,555,1,87.5,411,12.5,cancelled
401,18-06-2013,556,3,225.0,412,12.5,cancelled
154,19-04-2013,630,4,336.0,413,12.0,cancelled
564,05-10-2008,885,3,310.5,414,11.5,shipped
515,05-02-2008,757,3,241.5,415,11.5,shipped
192,14-11-2011,768,4,230.0,416,11.5,shipped
274,10-12-2008,380,1,104.0,417,13.0,cancelled
320,28-01-2009,812,1,88.0,418,11.0,shipped
591,15-07-2013,535,3,172.5,419,11.5,shipped
681,16-03-2011,789,2,161.0,420,11.5,cancelled
725,30-07-2010,880,1,57.5,421,11.5,shipped
612,09-02-2008,182,4,308.0,422,11.0,cancelled
588,15-03-2013,765,2,240.0,423,12.0,cancelled
884,20-04-2007,299,1,69.0,424,11.5,shipped
504,12-11-2008,433,4,432.0,425,12.0,cancelled
102,29-09-2010,155,4,432.0,426,12.0,shipped
982,18-02-2014,715,3,390.0,427,13.0,shipped
590,03-03-2008,620,2,138.0,428,11.5,shipped
510,08-11-2009,799,4,450.0,429,12.5,shipped
928,30-09-2007,535,2,125.0,430,12.5,cancelled
679,17-03-2008,939,1,117.0,431,13.0,shipped
544,18-04-2008,774,1,99.0,432,11.0,shipped
159,23-06-2008,185,4,396.0,433,11.0,shipped
18,23-09-2011,487,1,75.0,434,12.5,shipped
315,19-11-2007,492,1,60.0,435,12.0,cancelled
23,28-02-2013,976,4,414.0,436,11.5,shipped
500,21-04-2013,806,4,260.0,437,13.0,shipped
41,28-11-2011,942,4,480.0,438,12.0,shipped
312,23-12-2008,963,4,308.0,439,11.0,cancelled
285,24-01-2014,72,2,220.0,440,11.0,shipped
339,12-08-2007,513,2,138.0,441,11.5,cancelled
477,10-05-2014,186,1,80.5,442,11.5,cancelled
195,06-04-2010,815,1,65.0,443,13.0,shipped
392,09-03-2013,419,1,69.0,444,11.5,shipped
864,25-07-2013,983,1,92.0,445,11.5,cancelled
329,10-05-2008,158,1,104.0,446,13.0,shipped
652,17-12-2011,558,4,352.0,447,11.0,cancelled
922,22-09-2013,708,2,208.0,448,13.0,shipped
274,06-03-2011,979,3,324.0,449,12.0,shipped
949,19-11-2010,918,1,77.0,450,11.0,cancelled
857,08-10-2011,221,1,99.0,451,11.0,shipped
51,12-06-2008,221,1,99.0,452,11.0,cancelled
913,15-04-2012,176,2,208.0,453,13.0,shipped
510,21-07-2007,826,1,65.0,454,13.0,shipped
540,17-06-2009,652,1,100.0,455,12.5,cancelled
521,23-05-2007,37,4,500.0,456,12.5,shipped
409,21-07-2011,53,4,260.0,457,13.0,shipped
589,21-09-2008,899,1,108.0,458,12.0,cancelled
313,18-12-2008,128,2,260.0,459,13.0,shipped
981,11-02-2012,678,1,96.0,460,12.0,cancelled
312,20-11-2010,349,1,103.5,461,11.5,cancelled
391,10-07-2009,863,2,156.0,462,13.0,cancelled
758,22-03-2014,790,3,231.0,463,11.0,shipped
211,12-04-2014,693,3,262.5,464,12.5,shipped
743,27-11-2009,592,1,104.0,465,13.0,cancelled
99,05-02-2013,403,1,77.0,466,11.0,cancelled
751,19-09-2007,378,2,208.0,467,13.0,shipped
721,25-06-2007,688,1,115.0,468,11.5,cancelled
541,09-07-2010,185,1,99.0,469,11.0,shipped
853,07-09-2009,91,4,288.0,470,12.0,shipped
561,12-09-2011,802,1,62.5,471,12.5,cancelled
235,30-07-2008,291,1,110.0,472,11.0,shipped
417,20-09-2009,569,3,207.0,473,11.5,cancelled
853,08-07-2011,520,1,120.0,474,12.0,shipped
185,28-06-2013,18,1,117.0,475,13.0,cancelled
545,02-10-2010,569,1,66.0,476,11.0,shipped
608,22-12-2013,940,1,115.0,477,11.5,cancelled
100,17-11-2013,121,3,252.0,478,12.0,shipped
448,27-07-2010,719,4,312.0,479,13.0,shipped
256,11-10-2012,372,1,99.0,480,11.0,cancelled
544,27-02-2012,47,1,110.0,481,11.0,shipped
259,03-01-2012,169,3,198.0,482,11.0,shipped
353,26-08-2008,351,3,241.5,483,11.5,shipped
895,28-08-2009,132,4,432.0,484,12.0,cancelled
9,19-02-2007,544,4,240.0,485,12.0,shipped
152,02-11-2010,490,2,110.0,486,11.0,shipped
186,23-07-2013,936,4,416.0,487,13.0,cancelled
916,02-08-2007,596,1,91.0,488,13.0,cancelled
307,20-04-2013,412,3,351.0,489,13.0,shipped
381,26-01-2009,351,1,87.5,490,12.5,shipped
870,25-02-2013,218,1,91.0,491,13.0,cancelled
64,13-09-2007,1,4,322.0,492,11.5,shipped
941,07-01-2009,954,3,297.0,493,11.0,shipped
584,02-03-2013,43,3,187.5,494,12.5,shipped
84,05-05-2012,625,4,480.0,495,12.0,cancelled
638,26-02-2014,193,1,72.0,496,12.0,cancelled
284,22-08-2010,845,4,288.0,497,12.0,cancelled
807,18-10-2010,660,2,176.0,498,11.0,cancelled
624,04-09-2013,541,3,297.0,499,11.0,cancelled
120,21-12-2010,184,4,414.0,500,11.5,shipped
765,29-06-2012,758,4,440.0,501,11.0,shipped
523,16-04-2011,564,3,225.0,502,12.5,shipped
522,19-12-2013,405,1,125.0,503,12.5,cancelled
684,15-09-2007,655,4,336.0,504,12.0,cancelled
46,31-05-2011,52,4,260.0,505,13.0,cancelled
765,06-07-2008,44,1,104.0,506,13.0,shipped
