customerId,productId,quantity,retailPrice,transactionId,markUp,orderStatus
553,134,1,72.0,10128,12.0,open
94,835,4,368.0,10129,11.5,open
155,450,3,187.5,10130,12.5,open
223,550,1,96.0,10131,12.0,open
139,89,4,240.0,10132,12.0,open
43,833,2,110.0,10133,11.0,open
141,495,2,250.0,10134,12.5,open
335,413,4,384.0,10135,12.0,open
805,415,4,432.0,10136,12.0,open
646,133,2,144.0,10137,12.0,open
311,325,1,87.5,10138,12.5,open
75,90,3,187.5,10139,12.5,open
137,898,4,288.0,10140,12.0,open
84,930,4,220.0,10141,11.0,open
66,833,2,120.0,10142,12.0,open
413,940,3,312.0,10143,13.0,open
797,576,4,460.0,10144,11.5,open
650,857,3,273.0,10145,13.0,open
962,475,4,250.0,10146,12.5,open
11,720,2,200.0,10147,12.5,open
983,973,4,264.0,10148,11.0,open
321,181,4,364.0,10149,13.0,open
661,139,3,276.0,10150,11.5,open
565,815,3,262.5,10151,12.5,open
244,642,1,112.5,10152,12.5,open
176,19,3,273.0,10153,13.0,open
374,173,1,72.0,10154,12.0,open
51,166,1,108.0,10155,12.0,open
634,56,4,220.0,10156,11.0,open
253,125,1,84.0,10157,12.0,open
824,862,2,234.0,10158,13.0,open
125,899,1,62.5,10159,12.5,open
557,61,3,198.0,10160,11.0,open
792,791,4,384.0,10161,12.0,open
790,303,4,460.0,10162,11.5,open
602,785,2,198.0,10163,11.0,open
609,584,2,120.0,10164,12.0,open
138,801,1,100.0,10165,12.5,open
443,232,1,84.0,10166,12.0,open
36,791,4,416.0,10167,13.0,open
300,171,2,230.0,10168,11.5,open
647,561,1,120.0,10169,12.0,open
911,693,2,130.0,10170,13.0,open
819,239,3,375.0,10171,12.5,open
653,75,2,110.0,10172,11.0,open
912,113,2,150.0,10173,12.5,open
808,714,2,200.0,10174,12.5,open
954,475,1,55.0,10175,11.0,open
468,170,4,312.0,10176,13.0,open
419,108,2,125.0,10177,12.5,open
915,219,3,241.5,10178,11.5,open
786,357,3,195.0,10179,13.0,open
314,850,2,125.0,10180,12.5,open
388,593,1,87.5,10181,12.5,open
679,328,1,72.0,10182,12.0,open
366,441,3,195.0,10183,13.0,open
320,276,1,66.0,10184,11.0,open
23,7,1,69.0,10185,11.5,open
807,953,2,144.0,10186,12.0,open
959,355,4,308.0,10187,11.0,open
275,889,2,144.0,10188,12.0,open
756,781,4,276.0,10189,11.5,open
941,247,2,110.0,10190,11.0,open
285,599,4,460.0,10191,11.5,open
745,54,2,115.0,10192,11.5,open
207,613,2,234.0,10193,13.0,open
162,855,2,216.0,10194,12.0,open
579,819,2,216.0,10195,12.0,open
560,903,3,234.0,10196,13.0,open
627,721,3,351.0,10197,13.0,open
996,285,4,460.0,10198,11.5,open
366,511,2,115.0,10199,11.5,open
389,73,3,324.0,10200,12.0,open
431,233,3,252.0,10201,12.0,open
526,785,1,99.0,10202,11.0,open
994,140,3,310.5,10203,11.5,open
958,955,4,300.0,10204,12.5,open
148,271,4,288.0,10205,12.0,open
323,173,1,69.0,10206,11.5,open
488,746,4,432.0,10207,12.0,open
30,371,2,240.0,10208,12.0,open
654,343,3,360.0,10209,12.0,open
49,828,4,364.0,10210,13.0,open
100,301,2,150.0,10211,12.5,open
276,191,2,216.0,10212,12.0,open
943,252,3,165.0,10213,11.0,open
866,763,2,192.0,10214,12.0,open
162,396,2,176.0,10215,11.0,open
924,414,2,234.0,10216,13.0,open
935,955,4,288.0,10217,12.0,open
111,217,2,207.0,10218,11.5,open
343,187,3,252.0,10219,12.0,open
276,510,4,384.0,10220,12.0,open
896,617,4,250.0,10221,12.5,open
172,536,4,460.0,10222,11.5,open
305,40,3,180.0,10223,12.0,open
110,501,1,104.0,10224,13.0,open
963,477,1,104.0,10225,13.0,open
11,346,2,250.0,10226,12.5,open
980,849,1,92.0,10227,11.5,open
404,255,2,176.0,10228,11.0,open
34,168,3,241.5,10229,11.5,open
446,60,1,103.5,10230,11.5,open
227,714,4,368.0,10231,11.5,open
898,811,3,324.0,10232,12.0,open
915,701,3,330.0,10233,11.0,open
996,639,2,115.0,10234,11.5,open
562,373,1,125.0,10235,12.5,open
657,235,1,91.0,10236,13.0,open
20,511,2,130.0,10237,13.0,open
945,283,1,75.0,10238,12.5,open
897,668,3,172.5,10239,11.5,open
21,552,2,207.0,10240,11.5,open
282,737,2,198.0,10241,11.0,open
179,297,4,260.0,10242,13.0,open
812,279,4,414.0,10243,11.5,open
206,665,1,117.0,10244,13.0,open
22,261,1,69.0,10245,11.5,open
365,794,1,55.0,10246,11.0,open
816,950,4,364.0,10247,13.0,open
191,894,3,234.0,10248,13.0,open
536,31,1,72.0,10249,12.0,open
137,175,4,308.0,10250,11.0,open
377,628,2,192.0,10251,12.0,open
624,838,1,75.0,10252,12.5,open
975,701,2,240.0,10253,12.0,open
162,439,1,112.5,10254,12.5,open
57,124,1,65.0,10255,13.0,open
23,652,4,276.0,10256,11.5,open
788,802,3,276.0,10257,11.5,open
234,300,4,364.0,10258,13.0,open
131,229,1,60.0,10259,12.0,open
821,613,4,396.0,10260,11.0,open
478,401,1,78.0,10261,13.0,open
949,939,4,396.0,10262,11.0,open
324,654,1,115.0,10263,11.5,open
572,906,4,468.0,10264,13.0,open
820,514,4,240.0,10265,12.0,open
958,798,2,120.0,10266,12.0,open
992,646,4,500.0,10267,12.5,open
49,36,3,345.0,10268,11.5,open
863,508,1,65.0,10269,13.0,open
411,375,1,77.0,10270,11.0,open
72,751,4,460.0,10271,11.5,open
959,18,2,260.0,10272,13.0,open
118,228,3,310.5,10273,11.5,open
823,236,1,62.5,10274,12.5,open
439,896,3,324.0,10275,12.0,open
578,669,3,345.0,10276,11.5,open
177,693,2,120.0,10277,12.0,open
390,705,4,440.0,10278,11.0,open
42,722,4,230.0,10279,11.5,open
808,733,2,234.0,10280,13.0,open
812,957,4,460.0,10281,11.5,open
615,648,2,182.0,10282,13.0,open
192,26,4,368.0,10283,11.5,open
900,456,3,300.0,10284,12.5,open
104,989,2,168.0,10285,12.0,open
56,674,2,198.0,10286,11.0,open
758,118,2,130.0,10287,13.0,open
493,322,2,182.0,10288,13.0,open
644,359,4,312.0,10289,13.0,open
43,746,1,108.0,10290,12.0,open
749,970,2,176.0,10291,11.0,open
562,196,2,150.0,10292,12.5,open
74,1000,4,432.0,10293,12.0,open
355,768,2,130.0,10294,13.0,open
832,228,3,337.5,10295,12.5,open
404,966,4,460.0,10296,11.5,open
350,390,4,480.0,10297,12.0,open
72,87,2,176.0,10298,11.0,open
720,369,4,350.0,10299,12.5,open
995,944,3,234.0,10300,13.0,open
86,208,4,240.0,10301,12.0,open
121,97,4,288.0,10302,12.0,open
142,697,3,276.0,10303,11.5,open
728,829,1,66.0,10304,11.0,open
107,760,1,69.0,10305,11.5,open
490,206,2,176.0,10306,11.0,open
178,258,3,252.0,10307,12.0,open
931,926,1,88.0,10308,11.0,open
998,359,2,144.0,10309,12.0,open
540,342,4,300.0,10310,12.5,open
204,334,1,117.0,10311,13.0,open
469,507,1,130.0,10312,13.0,open
921,305,2,130.0,10313,13.0,open
499,969,1,130.0,10314,13.0,open
451,804,3,231.0,10315,11.0,open
267,779,3,225.0,10316,12.5,open
291,157,4,520.0,10317,13.0,open
881,147,3,351.0,10318,13.0,open
319,372,1,125.0,10319,12.5,open
694,833,2,120.0,10320,12.0,open
87,635,1,100.0,10321,12.5,open
376,673,1,66.0,10322,11.0,open
72,495,4,460.0,10323,11.5,open
494,197,1,92.0,10324,11.5,open
580,761,1,104.0,10325,13.0,open
656,607,1,84.0,10326,12.0,open
313,760,1,78.0,10327,13.0,open
216,198,1,125.0,10328,12.5,open
127,646,1,110.0,10329,11.0,open
486,637,1,84.0,10330,12.0,open
839,463,2,250.0,10331,12.5,open
23,306,4,300.0,10332,12.5,open
383,788,2,161.0,10333,11.5,open
633,725,1,91.0,10334,13.0,open
954,248,3,276.0,10335,11.5,open
229,871,2,260.0,10336,13.0,open
824,767,2,176.0,10337,11.0,open
211,306,2,132.0,10338,11.0,open
161,853,2,150.0,10339,12.5,open
37,345,1,57.5,10340,11.5,open
891,826,4,432.0,10341,12.0,open
368,978,2,125.0,10342,12.5,open
356,323,3,207.0,10343,11.5,open
584,995,1,91.0,10344,13.0,open
245,52,1,112.5,10345,12.5,open
566,137,4,480.0,10346,12.0,open
165,398,3,231.0,10347,11.0,open
711,470,1,120.0,10348,12.0,open
781,684,3,360.0,10349,12.0,open
168,389,3,172.5,10350,11.5,open
955,292,3,375.0,10351,12.5,open
727,220,1,69.0,10352,11.5,open
893,447,4,450.0,10353,12.5,open
555,754,4,312.0,10354,13.0,open
253,638,3,241.5,10355,11.5,open
904,764,1,78.0,10356,13.0,open
307,841,1,115.0,10357,11.5,open
668,724,3,207.0,10358,11.5,open
884,41,2,161.0,10359,11.5,open
493,169,3,234.0,10360,13.0,open
375,865,1,72.0,10361,12.0,open
565,162,3,180.0,10362,12.0,open
51,430,3,297.0,10363,11.0,open
693,768,1,65.0,10364,13.0,open
196,857,3,273.0,10365,13.0,open
423,713,3,297.0,10366,11.0,open
803,279,1,99.0,10367,11.0,open
270,185,1,115.0,10368,11.5,open
215,913,2,250.0,10369,12.5,open
328,19,1,91.0,10370,13.0,open
965,678,3,165.0,10371,11.0,open
334,120,4,352.0,10372,11.0,open
104,689,1,75.0,10373,12.5,open
192,435,2,150.0,10374,12.5,open
529,302,4,432.0,10375,12.0,open
231,54,2,115.0,10376,11.5,open
704,374,3,187.5,10377,12.5,open
259,215,2,161.0,10378,11.5,open
775,451,1,120.0,10379,12.0,open
522,107,1,55.0,10380,11.0,open
645,176,4,432.0,10381,12.0,open
835,235,1,84.0,10382,12.0,open
36,562,3,300.0,10383,12.5,open
642,670,1,88.0,10384,11.0,open
927,799,1,66.0,10385,11.0,open
197,299,1,55.0,10386,11.0,open
986,903,2,132.0,10387,11.0,open
48,228,2,225.0,10388,12.5,open
262,150,4,468.0,10389,13.0,open
979,837,2,154.0,10390,11.0,open
632,606,3,297.0,10391,11.0,open
461,816,4,350.0,10392,12.5,open
349,829,3,207.0,10393,11.5,open
856,489,2,216.0,10394,12.0,open
864,663,4,312.0,10395,13.0,open
213,70,3,195.0,10396,13.0,open
435,918,1,91.0,10397,13.0,open
882,510,2,200.0,10398,12.5,open
409,151,2,168.0,10399,12.0,open
712,534,2,130.0,10400,13.0,open
593,76,4,300.0,10401,12.5,open
521,291,3,312.0,10402,13.0,open
376,618,3,172.5,10403,11.5,open
595,88,4,432.0,10404,12.0,open
5,84,3,300.0,10405,12.5,open
165,453,4,396.0,10406,11.0,open
283,365,4,230.0,10407,11.5,open
366,767,4,352.0,10408,11.0,open
310,698,4,416.0,10409,13.0,open
786,983,3,345.0,10410,11.5,open
470,252,2,120.0,10411,12.0,open
36,100,2,144.0,10412,12.0,open
620,955,3,234.0,10413,13.0,open
313,758,3,276.0,10414,11.5,open
192,617,2,130.0,10415,13.0,open
707,230,2,216.0,10416,12.0,open
263,3,4,384.0,10417,12.0,open
370,478,3,207.0,10418,11.5,open
400,963,2,125.0,10419,12.5,open
948,583,4,220.0,10420,11.0,open
554,994,2,120.0,10421,12.0,open
133,612,1,125.0,10422,12.5,open
281,274,2,250.0,10423,12.5,open
418,709,4,368.0,10424,11.5,open
18,687,1,112.5,10425,12.5,open
315,328,4,312.0,10426,13.0,open
40,17,1,100.0,10427,12.5,open
295,85,1,72.0,10428,12.0,open
434,68,2,115.0,10429,11.5,open
574,609,3,216.0,10430,12.0,open
150,303,1,110.0,10431,11.0,open
858,232,3,231.0,10432,11.0,open
883,585,1,87.5,10433,12.5,open
100,879,2,260.0,10434,13.0,open
398,72,4,480.0,10435,12.0,open
855,334,4,396.0,10436,11.0,open
607,462,2,240.0,10437,12.0,open
586,311,4,300.0,10438,12.5,open
489,748,3,337.5,10439,12.5,open
276,817,1,77.0,10440,11.0,open
975,5,1,78.0,10441,13.0,open
467,840,1,78.0,10442,13.0,open
761,425,4,220.0,10443,11.0,open
622,860,3,187.5,10444,12.5,open
192,886,3,375.0,10445,12.5,open
924,450,3,165.0,10446,11.0,open
667,361,2,138.0,10447,11.5,open
924,746,2,198.0,10448,11.0,open
552,31,4,312.0,10449,13.0,open
5,780,3,276.0,10450,11.5,open
189,413,4,416.0,10451,13.0,open
445,217,3,310.5,10452,11.5,open
44,971,2,230.0,10453,11.5,open
77,410,1,69.0,10454,11.5,open
112,928,1,92.0,10455,11.5,open
317,557,3,351.0,10456,13.0,open
1,386,4,260.0,10457,13.0,open
774,302,4,396.0,10458,11.0,open
295,621,2,154.0,10459,11.0,open
271,114,2,176.0,10460,11.0,open
169,960,2,250.0,10461,12.5,open
737,861,3,312.0,10462,13.0,open
540,98,3,360.0,10463,12.0,open
101,210,4,432.0,10464,12.0,open
120,713,4,468.0,10465,13.0,open
531,933,4,312.0,10466,13.0,open
513,831,1,69.0,10467,11.5,open
586,42,3,187.5,10468,12.5,open
345,602,2,175.0,10469,12.5,open
468,697,2,184.0,10470,11.5,open
377,742,4,368.0,10471,11.5,open
288,132,4,450.0,10472,12.5,open
570,373,3,390.0,10473,13.0,open
330,956,1,115.0,10474,11.5,open
304,870,4,240.0,10475,12.0,open
916,213,1,99.0,10476,11.0,open
944,459,3,216.0,10477,12.0,open
507,659,4,440.0,10478,11.0,open
926,142,2,110.0,10479,11.0,open
801,70,2,120.0,10480,12.0,open
646,136,3,264.0,10481,11.0,open
555,728,1,66.0,10482,11.0,open
2,774,2,192.0,10483,12.0,open
497,888,1,91.0,10484,13.0,open
245,112,2,138.0,10485,11.5,open
844,278,3,375.0,10486,12.5,open
127,551,3,390.0,10487,13.0,open
596,974,1,78.0,10488,13.0,open
748,341,3,330.0,10489,11.0,open
669,226,2,168.0,10490,12.0,open
246,945,4,350.0,10491,12.5,open
455,425,1,62.5,10492,12.5,open
723,3,3,288.0,10493,12.0,open
32,29,1,96.0,10494,12.0,open
957,923,1,78.0,10495,13.0,open
817,349,3,216.0,10496,12.0,open
190,407,1,69.0,10497,11.5,open
230,840,2,138.0,10498,11.5,open
194,210,1,103.5,10499,11.5,open
119,603,1,62.5,10500,12.5,open
99,887,1,78.0,10501,13.0,open
354,829,4,276.0,10502,11.5,open
825,844,1,120.0,10503,12.0,open
721,765,1,92.0,10504,11.5,open
230,785,2,198.0,10505,11.0,open
957,668,3,187.5,10506,12.5,open
975,955,4,288.0,10507,12.0,open
312,68,4,260.0,10508,13.0,open
136,119,4,450.0,10509,12.5,open
300,266,3,345.0,10510,11.5,open
507,971,4,480.0,10511,12.0,open
365,500,4,312.0,10512,13.0,open
464,709,3,300.0,10513,12.5,open
901,844,3,360.0,10514,12.0,open
76,745,1,96.0,10515,12.0,open
730,958,4,480.0,10516,12.0,open
476,277,3,252.0,10517,12.0,open
502,194,1,112.5,10518,12.5,open
467,511,3,180.0,10519,12.0,open
260,489,2,216.0,10520,12.0,open
970,360,4,240.0,10521,12.0,open
3,628,3,276.0,10522,11.5,open
609,114,1,104.0,10523,13.0,open
754,49,3,330.0,10524,11.0,open
998,824,1,117.0,10525,13.0,open
554,597,2,120.0,10526,12.0,open
625,533,2,120.0,10527,12.0,open
504,42,3,172.5,10528,11.5,open
826,281,2,110.0,10529,11.0,open
586,309,4,520.0,10530,13.0,open
664,420,3,198.0,10531,11.0,open
323,968,4,480.0,10532,12.0,open
476,813,3,216.0,10533,12.0,open
379,824,3,351.0,10534,13.0,open
904,174,2,260.0,10535,13.0,open
98,31,2,132.0,10536,11.0,open
914,171,4,460.0,10537,11.5,open
582,139,1,96.0,10538,12.0,open
193,954,1,72.0,10539,12.0,open
698,335,3,351.0,10540,13.0,open
551,848,2,184.0,10541,11.5,open
65,621,4,308.0,10542,11.0,open
126,999,1,65.0,10543,13.0,open
437,484,4,416.0,10544,13.0,open
118,395,1,125.0,10545,12.5,open
517,859,1,103.5,10546,11.5,open
121,708,3,234.0,10547,13.0,open
236,869,4,400.0,10548,12.5,open
264,796,1,125.0,10549,12.5,open
335,568,3,195.0,10550,13.0,open
79,93,2,138.0,10551,11.5,open
211,801,3,300.0,10552,12.5,open
325,822,3,330.0,10553,11.0,open
576,529,3,390.0,10554,13.0,open
646,475,1,55.0,10555,11.0,open
533,816,1,87.5,10556,12.5,open
676,970,3,276.0,10557,11.5,open
78,827,4,264.0,10558,11.0,open
842,651,2,125.0,10559,12.5,open
184,28,1,115.0,10560,11.5,open
857,849,2,184.0,10561,11.5,open
256,712,3,297.0,10562,11.0,open
907,199,2,240.0,10563,12.0,open
529,253,3,207.0,10564,11.5,open
333,768,4,220.0,10565,11.0,open
590,316,2,192.0,10566,12.0,open
668,129,3,216.0,10567,12.0,open
595,895,1,100.0,10568,12.5,open
213,714,2,200.0,10569,12.5,open
435,255,4,384.0,10570,12.0,open
491,740,3,262.5,10571,12.5,open
441,91,3,345.0,10572,11.5,open
578,997,4,312.0,10573,13.0,open
466,725,3,273.0,10574,13.0,open
32,230,2,207.0,10575,11.5,open
146,566,2,144.0,10576,12.0,open
274,451,4,500.0,10577,12.5,open
873,184,4,308.0,10578,11.0,open
461,477,1,104.0,10579,13.0,open
626,872,3,312.0,10580,13.0,open
990,364,3,207.0,10581,11.5,open
292,981,2,176.0,10582,11.0,open
634,285,1,115.0,10583,11.5,open
827,297,1,62.5,10584,12.5,open
351,100,1,72.0,10585,12.0,open
451,466,1,120.0,10586,12.0,open
868,411,2,150.0,10587,12.5,open
724,655,2,110.0,10588,11.0,open
441,863,4,364.0,10589,13.0,open
565,67,2,234.0,10590,13.0,open
458,811,2,225.0,10591,12.5,open
38,457,3,264.0,10592,11.0,open
698,16,2,198.0,10593,11.0,open
691,673,1,69.0,10594,11.5,open
929,690,2,156.0,10595,13.0,open
701,591,4,384.0,10596,12.0,open
555,41,3,273.0,10597,13.0,open
509,332,2,234.0,10598,13.0,open
194,297,1,55.0,10599,11.0,open
752,606,4,396.0,10600,11.0,open
404,395,2,240.0,10601,12.0,open
345,777,4,364.0,10602,13.0,open
340,724,2,150.0,10603,12.5,open
630,999,3,195.0,10604,13.0,open
557,364,2,132.0,10605,11.0,open
700,664,4,520.0,10606,13.0,open
611,501,4,400.0,10607,12.5,open
701,586,2,240.0,10608,12.0,open
783,363,2,200.0,10609,12.5,open
97,615,4,250.0,10610,12.5,open
413,307,2,225.0,10611,12.5,open
325,11,1,57.5,10612,11.5,open
796,184,3,241.5,10613,11.5,open
671,181,3,241.5,10614,11.5,open
691,811,1,103.5,10615,11.5,open
799,809,2,154.0,10616,11.0,open
644,236,2,110.0,10617,11.0,open
679,774,2,200.0,10618,12.5,open
977,409,3,225.0,10619,12.5,open
190,127,2,234.0,10620,13.0,open
433,13,1,104.0,10621,13.0,open
913,309,3,345.0,10622,11.5,open
609,455,4,432.0,10623,12.0,open
303,217,4,468.0,10624,13.0,open
97,814,2,192.0,10625,12.0,open
923,906,4,468.0,10626,13.0,open
268,570,4,414.0,10627,11.5,open
864,242,4,400.0,10628,12.5,open
77,97,3,234.0,10629,13.0,open
947,405,3,165.0,10630,11.0,open
879,610,1,108.0,10631,12.0,open
428,582,4,364.0,10632,13.0,open
764,798,2,110.0,10633,11.0,open
577,740,1,80.5,10634,11.5,open
226,46,2,240.0,10635,12.0,open
555,970,4,384.0,10636,12.0,open
361,530,2,132.0,10637,11.0,open
370,288,4,308.0,10638,11.0,open
242,700,3,187.5,10639,12.5,open
406,124,4,250.0,10640,12.5,open
541,704,2,120.0,10641,12.0,open
887,304,2,168.0,10642,12.0,open
925,139,2,176.0,10643,11.0,open
128,347,4,480.0,10644,12.0,open
734,363,4,416.0,10645,13.0,open
64,331,4,460.0,10646,11.5,open
117,417,2,125.0,10647,12.5,open
206,627,4,230.0,10648,11.5,open
295,865,1,75.0,10649,12.5,open
268,105,3,297.0,10650,11.0,open
69,371,2,240.0,10651,12.0,open
337,224,1,117.0,10652,13.0,open
970,464,1,110.0,10653,11.0,open
965,996,3,390.0,10654,13.0,open
692,283,1,66.0,10655,11.0,open
419,509,4,260.0,10656,13.0,open
131,387,2,182.0,10657,13.0,open
603,302,1,112.5,10658,12.5,open
756,424,3,195.0,10659,13.0,open
780,940,1,88.0,10660,11.0,open
168,94,4,352.0,10661,11.0,open
72,951,3,390.0,10662,13.0,open
977,760,1,78.0,10663,13.0,open
7,547,3,273.0,10664,13.0,open
119,154,4,414.0,10665,11.5,open
939,112,1,72.0,10666,12.0,open
966,13,1,104.0,10667,13.0,open
454,86,1,60.0,10668,12.0,open
241,435,4,276.0,10669,11.5,open
616,146,3,345.0,10670,11.5,open
399,235,3,273.0,10671,13.0,open
930,204,2,175.0,10672,12.5,open
616,250,4,414.0,10673,11.5,open
663,970,4,400.0,10674,12.5,open
466,110,4,250.0,10675,12.5,open
994,442,3,216.0,10676,12.0,open
167,551,4,460.0,10677,11.5,open
545,502,4,368.0,10678,11.5,open
754,403,2,182.0,10679,13.0,open
849,755,1,108.0,10680,12.0,open
573,391,3,216.0,10681,12.0,open
409,213,4,432.0,10682,12.0,open
81,183,2,207.0,10683,11.5,open
978,409,4,312.0,10684,13.0,open
506,511,4,230.0,10685,11.5,open
753,79,2,207.0,10686,11.5,open
597,846,3,207.0,10687,11.5,open
415,664,2,230.0,10688,11.5,open
452,231,1,100.0,10689,12.5,open
277,274,4,460.0,10690,11.5,open
530,377,1,87.5,10691,12.5,open
870,505,4,350.0,10692,12.5,open
950,650,2,234.0,10693,13.0,open
724,882,3,252.0,10694,12.0,open
395,851,3,351.0,10695,13.0,open
853,916,1,75.0,10696,12.5,open
659,644,3,375.0,10697,12.5,open
121,685,4,260.0,10698,13.0,open
290,794,3,187.5,10699,12.5,open
491,763,3,300.0,10700,12.5,open
911,211,4,520.0,10701,13.0,open
493,669,3,390.0,10702,13.0,open
7,762,3,297.0,10703,11.0,open
827,238,4,384.0,10704,12.0,open
616,339,1,120.0,10705,12.0,open
983,364,1,72.0,10706,12.0,open
156,303,1,115.0,10707,11.5,open
99,87,2,192.0,10708,12.0,open
423,838,4,276.0,10709,11.5,open
109,419,3,375.0,10710,12.5,open
332,408,4,350.0,10711,12.5,open
832,427,3,310.5,10712,11.5,open
852,410,2,138.0,10713,11.5,open
942,970,4,384.0,10714,12.0,open
486,531,1,75.0,10715,12.5,open
441,906,1,117.0,10716,13.0,open
851,645,4,520.0,10717,13.0,open
11,327,4,500.0,10718,12.5,open
186,395,2,250.0,10719,12.5,open
562,225,4,352.0,10720,11.0,open
777,681,2,198.0,10721,11.0,open
927,338,1,57.5,10722,11.5,open
291,970,3,300.0,10723,12.5,open
389,693,3,172.5,10724,11.5,open
178,861,2,200.0,10725,12.5,open
980,483,3,276.0,10726,11.5,open
731,314,2,138.0,10727,11.5,open
15,432,3,297.0,10728,11.0,open
994,950,3,252.0,10729,12.0,open
294,235,4,322.0,10730,11.5,open
655,356,3,337.5,10731,12.5,open
2,169,2,138.0,10732,11.5,open
887,265,1,130.0,10733,13.0,open
