customerId,productId,quantity,retailPrice,transactionId,markUp,orderStatus
769,336,4,312.0,10059,13.0,open
935,153,4,336.0,10060,12.0,open
866,119,3,312.0,10061,13.0,open
108,703,1,100.0,10062,12.5,open
312,414,1,130.0,10063,13.0,open
911,299,2,138.0,10064,11.5,open
275,664,1,120.0,10065,12.0,open
578,4,3,297.0,10066,11.0,open
8,17,4,432.0,10067,12.0,open
660,397,3,225.0,10068,12.5,open
409,188,3,345.0,10069,11.5,open
759,529,3,172.5,10070,11.5,open
17,509,4,350.0,10071,12.5,open
227,541,4,432.0,10072,12.0,open
963,925,3,225.0,10073,12.5,open
889,386,1,62.5,10074,12.5,open
103,749,1,78.0,10075,13.0,open
943,918,2,175.0,10076,12.5,open
553,640,2,132.0,10077,11.0,open
370,213,1,57.5,10078,11.5,open
702,232,3,187.5,10079,12.5,open
35,43,3,180.0,10080,12.0,open
34,787,2,161.0,10081,11.5,open
714,923,2,110.0,10082,11.0,open
434,640,2,156.0,10083,13.0,open
537,886,2,192.0,10084,12.0,open
194,80,4,276.0,10085,11.5,open
982,700,2,130.0,10086,13.0,open
519,60,4,312.0,10087,13.0,open
145,529,2,130.0,10088,13.0,open
557,997,1,65.0,10089,13.0,open
396,170,2,175.0,10090,12.5,open
853,260,3,262.5,10091,12.5,open
750,50,3,172.5,10092,11.5,open
907,267,2,216.0,10093,12.0,open
976,813,2,154.0,10094,11.0,open
106,646,4,416.0,10095,13.0,open
913,729,1,92.0,10096,11.5,open
761,540,1,72.0,10097,12.0,open
378,585,4,240.0,10098,12.0,open
208,831,3,345.0,10099,11.5,open
853,447,2,130.0,10100,13.0,open
570,197,2,115.0,10101,11.5,open
445,585,4,240.0,10102,12.0,open
854,178,3,231.0,10103,11.0,open
241,219,2,168.0,10104,12.0,open
791,580,4,432.0,10105,12.0,open
519,170,4,336.0,10106,12.0,open
375,189,1,80.5,10107,11.5,open
549,242,3,360.0,10108,12.0,open
146,862,4,260.0,10109,13.0,open
76,471,3,345.0,10110,11.5,open
256,186,1,91.0,10111,13.0,open
672,655,4,364.0,10112,13.0,open
465,289,1,60.0,10113,12.0,open
958,539,3,225.0,10114,12.5,open
999,465,2,240.0,10115,12.0,open
123,273,2,138.0,10116,11.5,open
386,669,1,110.0,10117,11.0,open
201,575,1,103.5,10118,11.5,open
650,868,2,208.0,10119,13.0,open
304,95,4,264.0,10120,11.0,open
921,660,2,200.0,10121,12.5,open
333,655,3,241.5,10122,11.5,open
390,616,1,62.5,10123,12.5,open
108,138,1,77.0,10124,11.0,open
470,746,1,66.0,10125,11.0,open
946,284,1,65.0,10126,13.0,open
945,205,3,345.0,10127,11.5,open
491,361,3,273.0,10128,13.0,open
311,674,1,75.0,10129,12.5,open
398,763,3,195.0,10130,13.0,open
280,264,3,207.0,10131,11.5,open
595,886,2,192.0,10132,12.0,open
834,616,1,62.5,10133,12.5,open
633,940,4,440.0,10134,11.0,open
141,419,3,225.0,10135,12.5,open
590,639,2,168.0,10136,12.0,open
903,420,1,77.0,10137,11.0,open
324,278,2,156.0,10138,13.0,open
373,473,2,207.0,10139,11.5,open
522,638,4,264.0,10140,11.0,open
712,977,2,125.0,10141,12.5,open
875,440,3,330.0,10142,11.0,open
723,565,4,450.0,10143,12.5,open
208,771,3,330.0,10144,11.0,open
244,24,3,234.0,10145,13.0,open
240,632,4,250.0,10146,12.5,open
917,416,3,390.0,10147,13.0,open
566,719,3,198.0,10148,11.0,open
144,554,1,55.0,10149,11.0,open
1,903,1,103.5,10150,11.5,open
253,305,4,460.0,10151,11.5,open
687,929,2,240.0,10152,12.0,open
263,484,4,240.0,10153,12.0,open
785,350,4,350.0,10154,12.5,open
714,72,3,375.0,10155,12.5,open
475,115,4,450.0,10156,12.5,open
461,265,4,240.0,10157,12.0,open
756,782,4,450.0,10158,12.5,open
740,138,1,80.5,10159,11.5,open
820,628,1,66.0,10160,11.0,open
460,790,2,182.0,10161,13.0,open
744,866,2,216.0,10162,12.0,open
291,390,2,192.0,10163,12.0,open
961,345,1,62.5,10164,12.5,open
514,183,1,125.0,10165,12.5,open
434,67,1,92.0,10166,11.5,open
594,662,3,231.0,10167,11.0,open
9,275,3,207.0,10168,11.5,open
553,903,2,207.0,10169,11.5,open
28,833,1,92.0,10170,11.5,open
175,580,1,108.0,10171,12.0,open
503,46,3,165.0,10172,11.0,open
156,9,1,78.0,10173,13.0,open
855,465,1,110.0,10174,11.0,open
261,622,3,207.0,10175,11.5,open
358,702,4,250.0,10176,12.5,open
234,475,4,368.0,10177,11.5,open
571,950,3,241.5,10178,11.5,open
460,445,4,400.0,10179,12.5,open
659,879,1,92.0,10180,11.5,open
741,56,1,55.0,10181,11.0,open
866,684,1,110.0,10182,11.0,open
851,824,1,75.0,10183,12.5,open
426,386,3,172.5,10184,11.5,open
912,402,1,87.5,10185,12.5,open
914,558,2,192.0,10186,12.0,open
132,934,2,144.0,10187,12.0,open
760,548,2,144.0,10188,12.0,open
650,963,1,80.5,10189,11.5,open
280,219,3,262.5,10190,12.5,open
331,177,2,161.0,10191,11.5,open
632,297,4,260.0,10192,13.0,open
584,567,3,262.5,10193,12.5,open
531,524,4,450.0,10194,12.5,open
846,323,1,88.0,10195,11.0,open
71,32,3,360.0,10196,12.0,open
98,620,2,138.0,10197,11.5,open
411,273,3,198.0,10198,11.0,open
110,427,4,400.0,10199,12.5,open
516,583,2,144.0,10200,12.0,open
221,383,1,99.0,10201,11.0,open
193,166,1,80.5,10202,11.5,open
92,695,4,364.0,10203,13.0,open
790,330,4,432.0,10204,12.0,open
755,39,3,165.0,10205,11.0,open
641,697,4,480.0,10206,12.0,open
103,371,4,520.0,10207,13.0,open
371,533,3,231.0,10208,11.0,open
294,982,2,198.0,10209,11.0,open
898,246,4,468.0,10210,13.0,open
971,640,2,138.0,10211,11.5,open
482,324,1,96.0,10212,12.0,open
917,146,1,130.0,10213,13.0,open
675,89,2,216.0,10214,12.0,open
571,581,4,440.0,10215,11.0,open
948,529,3,187.5,10216,12.5,open
356,172,4,240.0,10217,12.0,open
173,271,2,184.0,10218,11.5,open
7,343,1,110.0,10219,11.0,open
804,547,3,297.0,10220,11.0,open
254,731,1,65.0,10221,13.0,open
398,436,2,154.0,10222,11.0,open
335,953,2,154.0,10223,11.0,open
229,917,1,125.0,10224,12.5,open
775,500,2,110.0,10225,11.0,open
793,634,3,330.0,10226,11.0,open
717,467,4,230.0,10227,11.5,open
635,965,4,450.0,10228,12.5,open
399,28,3,288.0,10229,12.0,open
520,939,3,324.0,10230,12.0,open
183,605,1,100.0,10231,12.5,open
496,15,4,416.0,10232,13.0,open
43,34,4,264.0,10233,11.0,open
191,345,2,130.0,10234,13.0,open
866,519,2,260.0,10235,13.0,open
953,73,2,132.0,10236,11.0,open
880,667,3,324.0,10237,12.0,open
403,902,1,60.0,10238,12.0,open
532,931,3,187.5,10239,12.5,open
174,700,1,57.5,10240,11.5,open
277,722,2,176.0,10241,11.0,open
131,368,4,384.0,10242,12.0,open
626,599,4,240.0,10243,12.0,open
77,890,3,345.0,10244,11.5,open
155,966,3,310.5,10245,11.5,open
761,836,1,104.0,10246,13.0,open
687,837,2,192.0,10247,12.0,open
180,265,4,250.0,10248,12.5,open
803,428,1,77.0,10249,11.0,open
409,825,4,432.0,10250,12.0,open
73,705,2,200.0,10251,12.5,open
118,678,2,176.0,10252,11.0,open
782,800,3,276.0,10253,11.5,open
131,140,1,69.0,10254,11.5,open
259,474,2,115.0,10255,11.5,open
758,516,2,250.0,10256,12.5,open
956,10,2,216.0,10257,12.0,open
640,577,4,260.0,10258,13.0,open
734,21,2,115.0,10259,11.5,open
757,453,1,92.0,10260,11.5,open
955,529,4,230.0,10261,11.5,open
304,20,2,182.0,10262,13.0,open
568,995,2,230.0,10263,11.5,open
33,282,1,117.0,10264,13.0,open
499,27,1,77.0,10265,11.0,open
426,947,1,75.0,10266,12.5,open
117,841,4,400.0,10267,12.5,open
692,617,2,115.0,10268,11.5,open
949,714,1,100.0,10269,12.5,open
107,520,2,260.0,10270,13.0,open
112,127,3,297.0,10271,11.0,open
762,810,4,384.0,10272,12.0,open
272,951,2,240.0,10273,12.0,open
435,592,2,200.0,10274,12.5,open
443,60,2,138.0,10275,11.5,open
374,286,2,175.0,10276,12.5,open
211,594,1,80.5,10277,11.5,open
232,806,2,115.0,10278,11.5,open
416,621,1,104.0,10279,13.0,open
6,731,3,172.5,10280,11.5,open
983,982,3,297.0,10281,11.0,open
201,796,4,416.0,10282,13.0,open
14,391,2,150.0,10283,12.5,open
872,131,1,104.0,10284,13.0,open
120,570,3,312.0,10285,13.0,open
15,81,4,352.0,10286,11.0,open
846,844,3,375.0,10287,12.5,open
724,550,3,310.5,10288,11.5,open
255,810,2,184.0,10289,11.5,open
672,676,4,396.0,10290,11.0,open
921,733,4,240.0,10291,12.0,open
985,817,4,460.0,10292,11.5,open
680,163,3,198.0,10293,11.0,open
328,791,2,156.0,10294,13.0,open
201,83,2,234.0,10295,13.0,open
490,858,2,125.0,10296,12.5,open
338,950,1,91.0,10297,13.0,open
804,87,1,96.0,10298,12.0,open
46,347,1,66.0,10299,11.0,open
953,355,4,352.0,10300,11.0,open
651,177,1,87.5,10301,12.5,open
15,971,4,414.0,10302,11.5,open
168,336,2,138.0,10303,11.5,open
842,720,4,414.0,10304,11.5,open
101,492,3,180.0,10305,12.0,open
757,219,2,182.0,10306,13.0,open
546,780,3,231.0,10307,11.0,open
363,946,2,132.0,10308,11.0,open
885,64,3,172.5,10309,11.5,open
536,911,2,184.0,10310,11.5,open
955,641,4,414.0,10311,11.5,open
975,933,4,520.0,10312,13.0,open
213,369,4,350.0,10313,12.5,open
465,158,4,416.0,10314,13.0,open
282,673,2,220.0,10315,11.0,open
127,139,1,112.5,10316,12.5,open
872,691,1,60.0,10317,12.0,open
730,488,4,336.0,10318,12.0,open
685,235,1,72.0,10319,12.0,open
762,104,1,80.5,10320,11.5,open
626,513,3,234.0,10321,13.0,open
632,916,1,60.0,10322,12.0,open
879,900,3,187.5,10323,12.5,open
609,380,1,104.0,10324,13.0,open
768,25,1,104.0,10325,13.0,open
872,836,3,276.0,10326,11.5,open
366,85,3,172.5,10327,11.5,open
339,747,4,480.0,10328,12.0,open
767,488,2,161.0,10329,11.5,open
458,697,3,375.0,10330,12.5,open
378,691,4,260.0,10331,13.0,open
286,275,1,78.0,10332,13.0,open
403,441,4,460.0,10333,11.5,open
443,213,1,62.5,10334,12.5,open
517,579,1,100.0,10335,12.5,open
732,853,1,87.5,10336,12.5,open
64,467,1,60.0,10337,12.0,open
616,408,2,161.0,10338,11.5,open
673,662,3,262.5,10339,12.5,open
521,135,3,351.0,10340,13.0,open
52,634,4,500.0,10341,12.5,open
271,220,1,117.0,10342,13.0,open
777,437,2,230.0,10343,11.5,open
255,626,3,300.0,10344,12.5,open
698,653,1,75.0,10345,12.5,open
292,680,2,184.0,10346,11.5,open
174,913,2,240.0,10347,12.0,open
327,642,4,364.0,10348,13.0,open
949,391,4,300.0,10349,12.5,open
976,749,2,150.0,10350,12.5,open
64,107,2,130.0,10351,13.0,open
654,336,3,225.0,10352,12.5,open
714,500,3,172.5,10353,11.5,open
321,903,2,207.0,10354,11.5,open
421,624,3,207.0,10355,11.5,open
211,690,4,400.0,10356,12.5,open
841,668,4,400.0,10357,12.5,open
873,299,2,138.0,10358,11.5,open
108,221,4,468.0,10359,13.0,open
244,492,4,250.0,10360,12.5,open
881,344,1,65.0,10361,13.0,open
717,45,1,120.0,10362,12.0,open
563,806,4,230.0,10363,11.5,open
463,750,3,330.0,10364,11.0,open
66,726,1,91.0,10365,13.0,open
761,549,3,262.5,10366,12.5,open
443,875,2,198.0,10367,11.0,open
498,777,2,115.0,10368,11.5,open
934,290,4,260.0,10369,13.0,open
133,265,3,165.0,10370,11.0,open
935,131,4,416.0,10371,13.0,open
485,305,2,240.0,10372,12.0,open
933,308,4,468.0,10373,13.0,open
258,327,1,62.5,10374,12.5,open
170,796,1,92.0,10375,11.5,open
839,453,3,264.0,10376,11.0,open
93,471,3,375.0,10377,12.5,open
53,577,4,250.0,10378,12.5,open
156,7,3,337.5,10379,12.5,open
35,205,1,115.0,10380,11.5,open
404,64,2,120.0,10381,12.0,open
606,348,1,117.0,10382,13.0,open
73,683,3,241.5,10383,11.5,open
600,178,1,87.5,10384,12.5,open
981,28,1,104.0,10385,13.0,open
754,80,3,207.0,10386,11.5,open
462,313,2,208.0,10387,13.0,open
465,1000,1,125.0,10388,12.5,open
355,736,2,130.0,10389,13.0,open
113,376,4,440.0,10390,11.0,open
906,258,3,297.0,10391,11.0,open
391,433,3,324.0,10392,12.0,open
345,416,4,480.0,10393,12.0,open
329,520,3,360.0,10394,12.0,open
223,471,4,520.0,10395,13.0,open
334,579,3,264.0,10396,11.0,open
911,804,2,175.0,10397,12.5,open
647,687,2,175.0,10398,12.5,open
931,830,1,92.0,10399,11.5,open
348,25,3,288.0,10400,12.0,open
202,902,1,60.0,10401,12.0,open
318,187,1,65.0,10402,13.0,open
833,766,4,322.0,10403,11.5,open
979,693,3,262.5,10404,12.5,open
628,599,1,60.0,10405,12.0,open
851,968,1,62.5,10406,12.5,open
30,409,4,368.0,10407,11.5,open
1,332,3,187.5,10408,12.5,open
306,337,1,108.0,10409,12.0,open
741,414,1,120.0,10410,12.0,open
431,72,3,375.0,10411,12.5,open
919,187,4,220.0,10412,11.0,open
526,95,3,198.0,10413,11.0,open
999,43,1,57.5,10414,11.5,open
961,668,3,288.0,10415,12.0,open
732,282,3,324.0,10416,12.0,open
70,591,4,468.0,10417,13.0,open
569,191,1,84.0,10418,12.0,open
152,433,4,450.0,10419,12.5,open
188,999,1,100.0,10420,12.5,open
246,866,3,324.0,10421,12.0,open
660,63,3,360.0,10422,12.0,open
586,288,1,130.0,10423,13.0,open
71,224,4,368.0,10424,11.5,open
327,221,1,112.5,10425,12.5,open
931,651,3,312.0,10426,13.0,open
852,130,2,125.0,10427,12.5,open
945,282,2,198.0,10428,11.0,open
829,944,2,192.0,10429,12.0,open
588,45,4,480.0,10430,12.0,open
146,489,2,132.0,10431,11.0,open
283,169,4,264.0,10432,11.0,open
571,256,1,108.0,10433,12.0,open
604,444,2,154.0,10434,11.0,open
513,173,1,112.5,10435,12.5,open
986,186,1,87.5,10436,12.5,open
886,551,2,130.0,10437,13.0,open
504,893,2,168.0,10438,12.0,open
905,778,3,198.0,10439,11.0,open
3,89,4,414.0,10440,11.5,open
561,190,1,88.0,10441,11.0,open
569,256,1,117.0,10442,13.0,open
769,391,2,150.0,10443,12.5,open
992,154,2,150.0,10444,12.5,open
175,942,1,130.0,10445,13.0,open
688,300,3,273.0,10446,13.0,open
739,220,2,225.0,10447,12.5,open
887,222,2,115.0,10448,11.5,open
432,538,4,240.0,10449,12.0,open
687,995,3,375.0,10450,12.5,open
260,516,4,480.0,10451,12.0,open
638,793,3,225.0,10452,12.5,open
835,827,3,187.5,10453,12.5,open
558,146,2,220.0,10454,11.0,open
488,767,4,260.0,10455,13.0,open
507,585,2,120.0,10456,12.0,open
683,569,1,72.0,10457,12.0,open
771,389,1,115.0,10458,11.5,open
760,949,2,198.0,10459,11.0,open
898,642,1,77.0,10460,11.0,open
797,126,3,165.0,10461,11.0,open
636,308,3,297.0,10462,11.0,open
158,434,4,416.0,10463,13.0,open
980,144,1,87.5,10464,12.5,open
704,60,4,300.0,10465,12.5,open
627,22,1,78.0,10466,13.0,open
277,118,4,416.0,10467,13.0,open
177,414,2,260.0,10468,13.0,open
138,8,3,262.5,10469,12.5,open
588,990,4,308.0,10470,11.0,open
283,382,4,480.0,10471,12.0,open
52,345,2,130.0,10472,13.0,open
704,194,2,230.0,10473,11.5,open
816,70,1,108.0,10474,12.0,open
574,598,4,322.0,10475,11.5,open
97,551,3,172.5,10476,11.5,open
376,469,3,351.0,10477,13.0,open
244,978,4,260.0,10478,13.0,open
34,177,4,308.0,10479,11.0,open
621,938,1,96.0,10480,12.0,open
190,931,2,120.0,10481,12.0,open
221,229,3,390.0,10482,13.0,open
814,405,4,500.0,10483,12.5,open
64,131,3,312.0,10484,13.0,open
978,916,4,260.0,10485,13.0,open
769,453,4,368.0,10486,11.5,open
885,793,4,288.0,10487,12.0,open
938,320,2,110.0,10488,11.0,open
386,489,3,198.0,10489,11.0,open
684,628,2,156.0,10490,13.0,open
279,140,1,69.0,10491,11.5,open
961,492,4,250.0,10492,12.5,open
593,495,3,390.0,10493,13.0,open
407,240,1,91.0,10494,13.0,open
927,122,3,390.0,10495,13.0,open
944,822,4,350.0,10496,12.5,open
217,758,3,345.0,10497,11.5,open
266,714,4,384.0,10498,12.0,open
349,902,4,260.0,10499,13.0,open
582,115,2,234.0,10500,13.0,open
767,129,4,460.0,10501,11.5,open
453,647,1,100.0,10502,12.5,open
138,76,4,308.0,10503,11.0,open
502,651,3,264.0,10504,11.0,open
755,786,1,88.0,10505,11.0,open
922,374,3,345.0,10506,11.5,open
212,123,1,130.0,10507,13.0,open
645,614,2,192.0,10508,12.0,open
150,527,3,288.0,10509,12.0,open
394,259,2,161.0,10510,11.5,open
195,523,3,231.0,10511,11.0,open
485,437,1,130.0,10512,13.0,open
263,658,2,144.0,10513,12.0,open
637,821,1,62.5,10514,12.5,open
984,764,3,198.0,10515,11.0,open
508,886,1,104.0,10516,13.0,open
468,600,2,125.0,10517,12.5,open
363,342,1,72.0,10518,12.0,open
649,647,2,184.0,10519,11.5,open
950,576,4,230.0,10520,11.5,open
210,404,4,450.0,10521,12.5,open
307,989,4,450.0,10522,12.5,open
202,524,1,99.0,10523,11.0,open
934,763,2,125.0,10524,12.5,open
758,63,2,250.0,10525,12.5,open
338,738,2,207.0,10526,11.5,open
530,494,3,180.0,10527,12.0,open
896,831,3,375.0,10528,12.5,open
923,773,1,91.0,10529,13.0,open
926,452,4,312.0,10530,13.0,open
880,988,4,432.0,10531,12.0,open
516,731,3,195.0,10532,13.0,open
636,162,3,351.0,10533,13.0,open
747,381,4,368.0,10534,11.5,open
718,759,2,120.0,10535,12.0,open
316,875,4,450.0,10536,12.5,open
727,981,1,115.0,10537,11.5,open
841,143,4,364.0,10538,13.0,open
583,878,4,364.0,10539,13.0,open
601,540,3,234.0,10540,13.0,open
609,782,3,297.0,10541,11.0,open
409,830,4,384.0,10542,12.0,open
648,109,3,207.0,10543,11.5,open
533,739,1,96.0,10544,12.0,open
734,795,2,138.0,10545,11.5,open
158,358,3,262.5,10546,12.5,open
218,827,4,230.0,10547,11.5,open
852,785,2,125.0,10548,12.5,open
685,409,1,96.0,10549,12.0,open
958,452,4,276.0,10550,11.5,open
168,573,2,175.0,10551,12.5,open
56,351,3,231.0,10552,11.0,open
665,556,3,216.0,10553,12.0,open
555,836,2,176.0,10554,11.0,open
489,342,1,69.0,10555,11.5,open
760,774,3,351.0,10556,13.0,open
810,673,1,115.0,10557,11.5,open
188,139,3,297.0,10558,11.0,open
641,809,1,115.0,10559,11.5,open
421,634,2,220.0,10560,11.0,open
331,989,2,207.0,10561,11.5,open
67,902,1,57.5,10562,11.5,open
210,882,1,108.0,10563,12.0,open
752,268,4,322.0,10564,11.5,open
870,457,3,288.0,10565,12.0,open
981,701,1,77.0,10566,11.0,open
592,281,3,337.5,10567,12.5,open
766,838,4,312.0,10568,13.0,open
671,915,1,100.0,10569,12.5,open
631,955,4,264.0,10570,11.0,open
941,203,3,225.0,10571,12.5,open
726,904,2,110.0,10572,11.0,open
294,801,1,60.0,10573,12.0,open
725,320,1,65.0,10574,13.0,open
495,632,3,187.5,10575,12.5,open
102,78,2,250.0,10576,12.5,open
472,220,1,108.0,10577,12.0,open
432,794,1,130.0,10578,13.0,open
628,402,3,262.5,10579,12.5,open
120,387,1,88.0,10580,11.0,open
500,82,3,252.0,10581,12.0,open
407,695,3,273.0,10582,13.0,open
512,813,1,80.5,10583,11.5,open
529,258,2,225.0,10584,12.5,open
175,678,4,352.0,10585,11.0,open
341,561,3,324.0,10586,12.0,open
210,327,3,180.0,10587,12.0,open
885,771,4,460.0,10588,11.5,open
708,198,2,144.0,10589,12.0,open
791,780,3,241.5,10590,11.5,open
259,752,4,480.0,10591,12.0,open
859,848,3,276.0,10592,11.5,open
387,491,4,312.0,10593,13.0,open
994,300,4,308.0,10594,11.0,open
382,259,1,80.5,10595,11.5,open
952,397,1,66.0,10596,11.0,open
873,739,1,92.0,10597,11.5,open
340,232,2,130.0,10598,13.0,open
938,598,2,175.0,10599,12.5,open
393,198,2,144.0,10600,12.0,open
992,651,1,96.0,10601,12.0,open
302,396,3,310.5,10602,11.5,open
972,50,2,130.0,10603,13.0,open
57,323,4,352.0,10604,11.0,open
762,379,3,252.0,10605,12.0,open
823,976,3,297.0,10606,11.0,open
378,848,1,104.0,10607,13.0,open
821,349,2,216.0,10608,12.0,open
999,474,2,120.0,10609,12.0,open
430,419,4,264.0,10610,11.0,open
626,125,4,312.0,10611,13.0,open
26,316,2,208.0,10612,13.0,open
424,958,2,176.0,10613,11.0,open
747,501,3,337.5,10614,12.5,open
850,893,4,336.0,10615,12.0,open
479,534,1,66.0,10616,11.0,open
515,923,2,130.0,10617,13.0,open
548,109,3,234.0,10618,13.0,open
746,13,1,108.0,10619,12.0,open
874,724,2,225.0,10620,12.5,open
567,998,1,57.5,10621,11.5,open
57,805,1,92.0,10622,11.5,open
690,772,1,77.0,10623,11.0,open
447,818,1,110.0,10624,11.0,open
472,555,1,77.0,10625,11.0,open
890,541,1,103.5,10626,11.5,open
899,339,4,384.0,10627,12.0,open
333,812,2,176.0,10628,11.0,open
611,623,3,273.0,10629,13.0,open
754,85,4,240.0,10630,12.0,open
84,186,2,161.0,10631,11.5,open
213,585,4,260.0,10632,13.0,open
6,224,2,176.0,10633,11.0,open
916,712,3,324.0,10634,12.0,open
115,430,1,75.0,10635,12.5,open
651,379,1,77.0,10636,11.0,open
427,120,3,172.5,10637,11.5,open
358,601,1,92.0,10638,11.5,open
576,50,4,250.0,10639,12.5,open
886,805,1,92.0,10640,11.5,open
616,874,1,103.5,10641,11.5,open
614,70,1,108.0,10642,12.0,open
808,961,1,104.0,10643,13.0,open
774,736,2,115.0,10644,11.5,open
10,621,2,208.0,10645,13.0,open
381,316,3,312.0,10646,13.0,open
122,154,2,144.0,10647,12.0,open
190,301,1,125.0,10648,12.5,open
490,34,2,138.0,10649,11.5,open
252,750,3,345.0,10650,11.5,open
237,308,3,337.5,10651,12.5,open
272,365,4,440.0,10652,11.0,open
621,631,2,144.0,10653,12.0,open
231,221,2,225.0,10654,12.5,open
775,685,1,84.0,10655,12.0,open
717,443,4,288.0,10656,12.0,open
643,879,4,368.0,10657,11.5,open
99,521,4,220.0,10658,11.0,open
736,521,1,62.5,10659,12.5,open
600,831,1,120.0,10660,12.0,open
138,384,1,112.5,10661,12.5,open
212,475,1,100.0,10662,12.5,open
306,698,1,115.0,10663,11.5,open
169,990,4,308.0,10664,11.0,open
742,944,3,276.0,10665,11.5,open
930,705,4,416.0,10666,13.0,open
135,98,2,138.0,10667,11.5,open
569,778,3,207.0,10668,11.5,open
645,271,2,192.0,10669,12.0,open
536,735,3,187.5,10670,12.5,open
359,787,2,175.0,10671,12.5,open
573,7,2,198.0,10672,11.0,open
764,873,2,110.0,10673,11.0,open
344,594,1,84.0,10674,12.0,open
93,959,3,165.0,10675,11.0,open
112,84,4,368.0,10676,11.5,open
503,794,2,220.0,10677,11.0,open
521,342,4,264.0,10678,11.0,open
948,537,1,130.0,10679,13.0,open
694,77,2,110.0,10680,11.0,open
871,775,4,440.0,10681,11.0,open
191,109,4,300.0,10682,12.5,open
278,301,4,440.0,10683,11.0,open
715,482,3,276.0,10684,11.5,open
436,803,1,125.0,10685,12.5,open
388,209,2,240.0,10686,12.0,open
368,515,2,208.0,10687,13.0,open
135,247,3,225.0,10688,12.5,open
136,75,4,322.0,10689,11.5,open
658,719,1,66.0,10690,11.0,open
601,254,2,176.0,10691,11.0,open
114,252,4,414.0,10692,11.5,open
369,979,4,450.0,10693,12.5,open
325,591,1,117.0,10694,13.0,open
863,874,4,414.0,10695,11.5,open
843,400,1,60.0,10696,12.0,open
7,945,3,345.0,10697,11.5,open
795,891,4,264.0,10698,11.0,open
946,497,1,91.0,10699,13.0,open
113,775,3,345.0,10700,11.5,open
59,802,3,165.0,10701,11.0,open
743,88,4,480.0,10702,12.0,open
600,836,4,352.0,10703,11.0,open
13,21,2,115.0,10704,11.5,open
654,676,1,117.0,10705,13.0,open
534,567,4,350.0,10706,12.5,open
107,251,2,110.0,10707,11.0,open
623,45,1,115.0,10708,11.5,open
747,481,3,165.0,10709,11.0,open
883,537,3,345.0,10710,11.5,open
800,621,4,416.0,10711,13.0,open
609,538,1,65.0,10712,13.0,open
576,599,1,60.0,10713,12.0,open
490,441,2,230.0,10714,11.5,open
872,334,1,80.5,10715,11.5,open
293,461,1,112.5,10716,12.5,open
376,579,3,276.0,10717,11.5,open
191,678,1,104.0,10718,13.0,open
70,597,2,161.0,10719,11.5,open
998,700,2,110.0,10720,11.0,open
101,406,2,198.0,10721,11.0,open
88,44,2,176.0,10722,11.0,open
446,170,4,308.0,10723,11.0,open
322,460,3,288.0,10724,12.0,open
109,308,3,310.5,10725,11.5,open
143,722,2,192.0,10726,12.0,open
293,700,1,60.0,10727,12.0,open
408,681,4,230.0,10728,11.5,open
687,983,4,384.0,10729,12.0,open
802,898,1,66.0,10730,11.0,open
685,945,1,125.0,10731,12.5,open
314,835,2,144.0,10732,12.0,open
181,734,1,112.5,10733,12.5,open
